Folio,MES,AÑO,TRIMESTRE,PUNTO_ENTRADA,TERMINAL,AEROLINEA,NO_DE_VUELO,DESTINO_HOSPEDADO,LUGAR_DE_ORIGEN,ESTADOS_MEXICO,ESTADOS_USA,CANADA,SUDAMERICA,EUROPA,OTROS_PAIS,TIPO_PAQUETE,AGENCIA_DE_VIAJES,DONDE_COMPRO_VACACIONES,MOTIVO_PRINCIPAL,VECES_CANCUN,VECES_RANGOS,ESTANCIA,ESTANCIA_RANGOS,OTRO_LUGAR_PERNOCTO,NUMERO_DE_NOCHES,OTRO_LUGAR_PERNOCTO2,NUMERO_DE_NOCHES2,OTRO_LUGAR_PERNOCTO3,NUMUERO_NOCHES3,OTRO_LUGAR_PERNOCTO4,NUMERO_NOCHES4,NUMERO_ADULTOS,NIÑOS,TAMAÑO_GRUPO,CON_QUIEN_VIAJO,GASTO_TOTAL,GASTO_AVION,GASTO_HOTEL,GASTO_TRANSPORTE_TERRESTRE,GASTO_RESTAURANTES,GASTO_BARES,GASTO_TOURS,GASTO_COMPRA,DONDE_SE_HOSPEDO,HOTEL,TOUR1,TOUR2,TOUR3,TOUR4,OTRO_TOUR,TOUR_FAVORITO,NDONDE_COMPRO_TOUR,NADO_CON_DELFINES,SITIO1,SITIO2,Folio_2,REST_SMART_PHONE,BARES_SMART_PHONE,CENTROS_COMERCIALES_SMART_PHONE,TOURS_SMART_PHONE,OTROS_USOS_PHONE,CALIF_AEROPUERTO,CALIF_HOTEL,CALIF_AGENCIA,CALIF_TRANSPORTE,CALIF_RESTAURANTE,CALIF_BARES,CALIF_MALLS,CALIF_TOURS,CALIF_PLAYAS,CALIF_SEGURIDAD,CALIF_MEDIDAS_SANITARIAS,MEDIOS1,MEDIOS2,MEDIOS3,CUAL_RED_SOCIAL,QUE_OTRO_DESTINO_CARIBE1,QUE_OTRO_DESTINO_CARIBE2,QUE_OTRO_DESTINO_CARIBE3,CONSUMO_DE_RECURSOS,CONSUMO_DE_RECURSOS2,CONSUMO_DE_RECURSOS3,SUSTENTABLE_DESTINO_TURISTICO,IMPORTANTE_SUSTENTABILIDAD_DESTINO,QUE_OTRO_DESTINO_CONSIDERO1,QUE_OTRO_DESTINO_CONSIDERO2,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE1,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE2,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE3,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE4,IMPERDIBLES1,IMPERDIBLES2,IMPERDIBLES3,PALABRAS_EXPERIENCIA1,PALABRAS_EXPERIENCIA2,PALABRAS_EXPERIENCIA3,PALABRAS_PARAISO1,PALABRAS_PARAISO2,PALABRAS_PARAISO3,E_13AÑOS19AÑOS,E_20AÑOS29AÑOS,E_30AÑOS39AÑOS,EDAD_JEFE_DE_FAMILIA,INGRESO,CAPTURISTA,ENCUESTADOR,ESTUDIO_CUAL,FECHA_CAPTURA,HORA_CAPTURA,FOLIO_3,DESTINO_DURMIO1,NOCHES_DURMIO1,DESTINO_DURMIO2,NOCHES_DURMIO2,DESTINO_DURMIO3,NOCHES_DURMIO3,DESTINO_DURMIO4,NOCHES_DURMIO4,DESTINO_DURMIO5,NOCHES_DURMIO5,DESTINO_DURMIO6,NOCHES_DURMIO6,CODIGO_POSTAL,QUE_AÑO_FUE_VISITA_ANTERIOR,DESTINOS_DEL_CARIBE_MEXICANO1,DESTINOS_DEL_CARIBE_MEXICANO2,DESTINOS_DEL_CARIBE_MEXICANO3,DESTINOS_DEL_CARIBE_MEXICANO4,DESTINOS_DEL_CARIBE_MEXICANO5,DESTINOS_DEL_CARIBE_MEXICANO6,FRECUENCIA_HA_VISITADO_DESTINOS_DEL_CARIBE,REDES_SOCIALES_INSPIRAN_ELECCIÓN1,REDES_SOCIALES_INSPIRAN_ELECCIÓN2,REDES_SOCIALES_INSPIRAN_ELECCIÓN3,REDES_SOCIALES_INSPIRAN_ELECCIÓN4,GRUPO_ÉTNICO,ORIGEN_GRUPO_ÉTNICO,HABLA_ESPAÑOL,MOTIVO_PRINCIPAL_2,MOTIVO_PRINCIPAL_3,MOTIVOS_PARA_VIAJAR,QUE_TANTO_ENTIENDE_ESPAÑOL,SE_CONSIDERA_PARTE_DE_COMUNIDAD_LGBTQ,SEXO_ENCUESTADOR
32001,10.0,2024,4,,3,48,1028,1,2,,,,,,,7,,1,1,4,,10,,,,,,,,,,1,,1,1,,,,,,,,,2,,,,,,,,,2,,,32001,,,,,,3,,,,,,,,2,,,,,,,,,,,,,8,2,,,23,,,,,,,,,,,,,,1,,3,,3,1,1,29/10/2024,10:07:46 a.m.,32001,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,1
2518,1.0,2024,1,,2,55,7080,2,1,26,,,,,,7,,5,,2,2,10,4,,,,,,,,,1,,1,1,,,,,,,,,4,,5,,,,,,,2,,,2518,1,,,,,2,,,,2,,,,2,,,9,,,,2,6,7,,,,2,2,,,19,,,,,,,,,,3,,,,1,,3,9,7,1,1,30/01/2024,10:43:57 a. m.,2518,,,,,,,,,,,,,86100,2020,,,,,,,5,,,,,,,,,,1,1,2,
34062,11.0,2024,4,,2,98,265,1,5,,,,9,,,7,,4,1,1,1,10,4,,,,,,,,,1,,1,1,,,,,,,,,1,,11,15,5,,,,,2,,,34062,,,,,,1,1,1,,,3,1,1,1,1,,,,,,,,,,,,10,1,,,,,,,,,,,,,,,,,1,,3,,3,1,1,14/11/2024,11:59:38 a. m.,34062,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,2,
30244,9.0,2024,3,3,2,55,,11,1,15,,,,,,7,,,1,2,2,9,4,,,,,,,,,1,,1,1,,,,,,,,,4,,,,,,,,,,176,,30244,,1,,,,2,2,,3,2,2,2,1,1,1,,9,,,,,,,,,,8,2,,,1,19,15,23,,,,,,,,,,,1,,3,5,7,7,2,04/10/2024,02:50:49 p. m.,30244,,,,,,,,,,,,,61650,2023,10,12,,,,,3,2,7,,,,,,11,9,1,,2,1
9312,3.0,2024,1,1,,41,,3,2,,13,,,,,7,,4,4,,,9,4,,,,,,,,,,,1,1,,,,,,,,,4,,,,,,,,,,,,9312,1,,,,,2,,,,,,,,2,,,,,,,,,,2,,,7,2,,,1,17,9,14,,,,,,,,,,,1,,3,3,7,4,2,04/04/2024,05:23:59 p. m.,9312,10,9,,,,,,,,,,,,,,,,,,,1,2,1,7,,2,,,,,1,3,2,
27222,8.0,2024,3,1,,,,7,2,,,,,,,7,,2,1,10,4,8,4,,,,,,,,,1,,1,1,,,,,,,,,4,,,,,,,,,,62,,27222,,,,,,1,1,1,1,1,1,1,1,1,1,,14,,,,,,,,,,9,1,,,1,,,,,,,,,,,,,,1,,3,4,3,7,2,11/09/2024,10:04:48 a. m.,27222,,,,,,,,,,,,,91313,,11,6,,,,,2,2,7,5,,1,,,,,6,,,2
22094,7.0,2024,3,,2,98,269,2,5,,,,9,,,7,,,3,5,4,8,4,,,,,,,,,1,,1,1,,,,,,,,,1,,18,,,,,,,2,,,22094,,,,,,1,2,,,1,1,2,1,1,2,,,,,,,,,,,,8,2,,,23,,,,,,,,,,,,,,1,,3,,7,1,1,24/07/2024,04:43:03 p. m.,22094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,,,,
13897,4.0,2024,2,3,,,,11,1,1,,,,,,7,,9,4,3,3,8,4,8,30,4,30,,,,,1,,1,1,,,,,,,,,5,,,,,,,,,,,,13897,1,,,,,3,2,,3,2,3,3,1,1,1,,,,,,,,,,,,8,1,,,1,20,4,,,,,,,,,,,,1,,3,9,3,6,2,15/05/2024,04:18:34 p. m.,13897,,,,,,,,,,,,,,2022,12,8,13,,,,3,,,,,,,,,,5,,2,1
6068,2.0,2024,1,,2,98,5651,2,5,,,,8,,,7,,4,3,1,1,8,4,,,,,,,,,1,,1,1,,,,,,,,,5,,26,8,42,49,,,,2,,,6068,1,,,,,2,,,2,,,2,2,2,2,2,13,7,9,,,,,,,,5,1,,,1,14,,,1,,,,,,1,,,,1,,3,9,2,1,1,20/02/2024,,6068,,,,,,,,,,,,,41001,,,,,,,,1,5,,,,,,,6,,4,1,2,
28622,9.0,2024,3,,1,52,2425,1,2,,9,,,,,7,,2,4,1,1,8,4,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,28622,,,,,,2,,,,4,,,,2,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,3,1,1,23/09/2024,04:23:15 p. m.,28622,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,6,,,
35600,11.0,2024,4,,3,11,992,4,4,,,,,12,,7,,4,3,1,1,8,4,,,,,,,,,1,,1,1,,,,,,,,,1,,5,6,18,,,,,2,,,35600,,,,,,2,,,2,,,,,,,,,,,,,,,,,,8,,,,23,,,,,,,,,,,,,,1,,3,,3,1,1,28/11/2024,12:23:19 p. m.,35600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
38386,12.0,2024,4,,1,1,531,1,1,27,,,,,,7,,4,1,1,1,8,4,,,,,,,,,1,,1,1,,,,,,,,,4,,11,17,5,,,,,2,,,38386,1,,1,,,1,2,,1,1,1,1,3,2,1,,14,,,,,,,,,,7,1,,,20,,,,8,6,,4,64,,7,,,,1,,3,9,2,4,1,20/12/2024,04:42:17 p. m.,38386,,,,,,,,,,,,,88700,,,,,,,,1,7,,,,,,,,,1,,2,1
2980,1.0,2024,1,3,,,,11,1,1,,,,,,7,,9,4,8,4,7,3,,,,,,,,,,,1,1,,,,,,,,,5,,,,,,,,,,,,2980,1,,,1,,2,3,3,3,3,3,2,3,3,3,3,14,,,,2,3,4,,,,6,2,26,,1,,,,,,,,,,,,,,1,,3,9,3,6,2,06/02/2024,04:40:59 p. m.,2980,11,2,,,,,,,,,,,,2023,12,,,,,,3,2,,,,,,,1,3,1,,2,
39944,12.0,2024,4,,2,51,3480,2,1,14,,,,,,7,,2,1,8,4,7,3,,,,,,,,,1,,1,1,,,,,,,,,2,,26,21,8,6,,,,2,,,39944,1,1,1,,,2,1,2,,2,,1,1,1,1,,7,12,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,3,8,7,4,1,08/01/2025,11:16:33 a. m.,39944,,,,,,,,,,,,,45138,,,,,,,,2,2,,,,1,,,4,10,,,1,1
20803,7.0,2024,3,,3,11,1185,5,2,,32,,,,,3,,,4,5,4,7,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,20803,,,,,,2,2,1,,1,,,,1,1,,,,,,,,,,,,7,2,,,20,,,,,,,,,,,,,,1,,3,,3,1,1,15/07/2024,04:22:24 p. m.,20803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28651,9.0,2024,3,,1,52,2425,2,3,,,,,,,3,,1,4,5,4,7,3,,,,,,,,,1,,1,1,,,,,,,,,1,145,,,,,,,,2,,,28651,,,,1,,2,2,2,2,3,3,3,2,2,2,,8,,,,,,,,,,9,2,,,19,,,,,,,34,,,,,,,1,,3,2,3,1,1,23/09/2024,04:24:10 p. m.,28651,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,10,2,2,,2,2
25291,8.0,2024,3,,2,8,1403,1,2,,,,,,,1,,1,1,3,3,7,3,,,,,,,,,1,,1,1,,,,,,,,,1,,157,,,,,,,2,8,,25291,,,,,,3,3,2,2,2,3,3,2,3,1,,,,,,,,,,,,8,2,,,,,,,3,,,,,,,,,,1,,3,,7,4,1,23/08/2024,12:57:22 p. m.,25291,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,2,,,2
10053,3.0,2024,1,,2,51,134,2,1,19,,,,,,7,,4,1,2,2,7,3,,,,,,,,,1,,1,1,,,,,,,,,1,,6,,,,,,,2,,,10053,1,,,,,2,2,3,2,2,2,,2,2,2,2,,,,,,,,1,3,4,5,1,,,1,,,,5,4,,2,11,,,,,,1,,3,8,3,1,1,02/04/2024,10:18:30 a. m.,10053,,,,,,,,,,,,,70805,2023,,,,,,,3,,,,,,,,3,4,1,1,2,
20327,6.0,2024,2,3,,,,9,1,7,,,,,,1,,,13,2,2,7,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,20327,1,,1,1,,1,1,,,1,,3,,1,,,13,,,,,,,,,,8,2,,,14,,,,9,3,1,4,44,,,,,,1,,3,9,2,6,2,08/07/2024,04:52:45 p. m.,20327,,,,,,,,,,,,,,2024,13,,,,,,2,2,1,3,7,,,,,,6,,2,2
38626,12.0,2024,4,,2,55,2184,1,1,7,,,,,,7,,2,,2,2,7,3,,,,,,,,,1,,1,1,,,,,,,,,1,,5,6,18,,,,,2,,,38626,1,,,,,1,2,,,3,,,1,2,3,,9,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,1,,3,8,7,4,1,26/12/2024,12:16:39 p. m.,38626,,,,,,,,,,,,,33800,2019,6,,,,,,5,1,,,,,,,,,6,,2,2
9243,3.0,2024,1,3,,,,9,1,1,,,,,,7,,1,1,1,1,7,3,,,,,,,,,,,1,3,,,,,,,,,4,,21,95,120,,,,,,,,9243,,,,,,1,2,2,2,2,2,2,2,1,2,2,9,,,,7,,,1,,,9,2,,,14,,,,,,,34,16,46,22,15,,,1,,3,9,2,6,2,04/04/2024,05:23:33 p. m.,9243,3,5,2,2,,,,,,,,,,,13,8,6,,,,2,1,,,,1,,,4,2,1,,2,
12563,4.0,2024,2,,1,106,387,1,2,,35,,,,,3,,,4,1,1,7,3,,,,,,,,,1,,1,1,,,,,,,,,1,848,6,8,,,,,,2,,,12563,,,,,,1,1,,,1,,1,2,1,,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,2,1,1,25/04/2024,12:30:15 p. m.,12563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13290,4.0,2024,2,,3,28,152,1,2,,,,,,,3,,,2,1,1,7,3,,,,,,,,,1,,1,1,,,,,,,,,1,,145,,,,,,,2,,,13290,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,9,1,,,1,14,,,,,,,,,,,,,1,,3,8,7,4,1,30/04/2024,11:08:41 a. m.,13290,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,2,2
13879,4.0,2024,2,2,,51,451,10,1,1,,,,,,7,,,1,1,1,7,3,,,,,,,,,1,,1,1,,,,,,,,,4,,,,,,,,,,,,13879,1,,,,,1,,,1,1,1,1,1,1,1,,9,,,,,,,,,,10,1,,,15,,,,,,,,,,,,,,1,,3,,2,1,2,15/05/2024,12:11:34 p. m.,13879,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,2,1
22566,7.0,2024,3,,1,106,212,2,2,,46,,,,,1,,,4,1,1,7,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,22566,,,,,,1,2,1,1,,1,,,,1,,,,,,,,,,,,10,1,,,1,17,20,18,,,,,,,,,,,1,,3,,3,1,1,26/07/2024,12:43:00 p. m.,22566,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,1,,2,1
36092,11.0,2024,4,,1,1,8021,1,2,,,,,,,7,,1,4,1,1,7,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,36092,,,,,,1,2,2,,,,,,1,,,,,,,,,,,,,8,2,,,1,,,,,,,,,,,,,,1,,3,2,2,4,1,03/12/2024,12:17:12 p. m.,36092,,,,,,,,,,,,,94121,,,,,,,,1,,,,,2,,,,,4,,2,2
36417,11.0,2024,4,1,2,55,,7,4,,,,,23,,7,,5,3,1,1,7,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,36417,1,,,,,2,,,1,1,,,,3,2,,9,,,,,,,,,,8,2,,,1,23,,,,,,2,5,,,,,,1,,3,2,3,7,2,06/12/2024,03:47:55 p. m.,36417,,,,,,,,,,,,,,,,,,,,,1,2,8,,,2,,,10,,5,,2,1
39327,12.0,2024,4,,1,1,541,1,1,1,,,,,,7,,,1,1,1,7,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,39327,,,,,,2,,,,,,,,1,,,,,,,,,,,,,8,2,,,23,,,,,,,,,,,,,,1,,3,,7,4,1,07/01/2025,09:03:56 a. m.,39327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
3041,1.0,2024,1,3,,,,9,2,,,,,,,,,,13,3,3,6,3,,,,,,,,,,,1,1,,,,,,,,,,,95,,,,,,,,103,,3041,,,,1,,2,2,3,2,,,,,,,,8,12,13,,3,,,6,,,10,1,,,20,,,,59,35,,12,,,,,,,1,,3,9,7,6,2,07/02/2024,09:31:58 a. m.,3041,3,6,,,,,,,,,,,52938,,,,,,,,4,7,,,,,,,,,6,,2,
8426,3.0,2024,1,,2,55,2020,1,1,33,,,,,,7,186,4,1,3,3,6,3,,,,,,,,,1,,1,1,,,,,,,,,4,,6,8,11,,,,,2,,,8426,,,,,,1,,,,,,,,,,,11,13,,,6,,,,,,7,2,,,,,,,,,,51,4,,,,,,1,,3,,2,4,1,19/03/2024,01:58:20 p. m.,8426,,,,,,,,,,,,,54910,,1,6,4,,,,3,1,,,,,,,4,2,,1,,
22290,7.0,2024,3,,2,51,1047,1,1,18,,,,,,3,,3,4,3,3,6,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,22290,1,,,,,1,1,1,1,1,1,1,1,1,1,,14,9,,,,,,,,,7,2,,,1,17,20,18,,,,,,,,,,,1,,3,,2,1,1,25/07/2024,04:27:13 p. m.,22290,,,,,,,,,,,,,,2022,,,,,,,4,2,5,,,,,,3,,,,2,1
27068,8.0,2024,3,3,,,,9,1,6,,,,,,7,,1,1,3,3,6,3,,,,,,,,,1,,1,1,,,,,,,,,4,,,,,,,,,,,,27068,1,,,,,2,,2,2,2,,2,2,2,2,,8,,,,,,,,,,7,1,,,1,,,,35,85,,48,20,,22,56,,,1,,3,7,3,6,2,09/09/2024,05:29:08 p. m.,27068,,,,,,,,,,,,,30018,2024,13,12,10,8,,,2,1,,,,,,,,,1,,2,1
1488,1.0,2024,1,,1,1,591,2,2,,5,,,,,7,,,15,2,2,6,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,1488,,,,1,,,,,,,,,,,,,9,,,,2,3,4,,,,8,2,,,14,,,,,,,,,,,,,,1,,3,,7,4,1,23/01/2024,12:54:25 p. m.,1488,,,,,,,,,,,,,,2022,,,,,,,2,2,,,,,,,,,5,,,
12581,4.0,2024,2,,3,28,1796,2,2,,9,,,,,3,,,4,1,1,6,3,,,,,,,,,1,,1,1,,,,,,,,,1,145,,,,,,,,2,,,12581,,,,,,2,1,1,1,2,2,1,1,1,2,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,2,1,1,25/04/2024,12:49:18 p. m.,12581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21062,7.0,2024,3,,1,3,3127,1,3,,,,,,,3,,6,4,1,1,6,3,,,,,,,,,1,,1,1,,,,,,,,,1,620,1,,,,,,,2,,,21062,,,,,,1,2,,,,,,1,1,1,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,2,1,1,17/07/2024,05:02:32 p. m.,21062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25940,8.0,2024,3,,3,11,1192,1,2,,,,,,,3,,,4,1,1,6,3,,,,,,,,,1,,1,1,,,,,,,,,1,92,33,,,,,,,2,8,,25940,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,2,1,1,28/08/2024,12:46:22 p. m.,25940,,,,,,,,,,,,,28401,,,,,,,,,,,,,,,,9,,,,,
29088,9.0,2024,3,,3,48,1056,1,2,,42,,,,,7,,1,8,1,1,6,3,,,,,,,,,1,,1,1,,,,,,,,,1,20,11,,,,,,,2,,,29088,,,,,,1,1,,1,,,,,1,,,8,,,,,,,,,,8,2,,,4,23,,,,,,,,,,,,,1,,3,6,2,1,1,27/09/2024,11:35:56 a. m.,29088,,,,,,,,,,,,,,,,,,,,,1,2,,,,2,,,,,2,,2,1
37325,12.0,2024,4,,2,55,2184,1,1,7,,,,,,,,,10,1,1,6,3,,,,,,,,,1,,1,1,,,,,,,,,1,857,11,26,5,,,,,2,179,,37325,,,,1,,2,3,3,3,2,,,3,3,2,,9,,,,,,,,,,10,1,,,19,,,,3,8,5,71,2,,,,,,1,,3,,7,1,1,20/12/2024,01:48:47 p. m.,37325,,,,,,,,,,,,,31313,,,,,,,,1,3,,,,,,,4,9,3,,,
1039,1.0,2024,1,1,,25,,3,2,,6,,,,,7,,8,9,,,6,3,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,1039,1,1,1,,,4,2,,2,2,1,1,1,1,1,1,12,,,,12,,,1,4,,10,1,,,19,23,,,15,69,37,11,5,,,,,,1,,3,,2,4,2,18/01/2024,01:21:55 p. m.,1039,10,6,,,,,,,,,,,,,4,11,3,13,,,4,7,,,,2,,,1,2,1,,,
10700,3.0,2024,1,1,,,,7,5,,,,1,,,7,,1,9,,,6,3,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,10700,1,1,,1,,,1,,2,2,2,2,2,1,1,1,13,,,,3,4,7,2,,,7,1,,,1,20,4,,37,,,,,,,,,,1,,3,,3,7,2,08/04/2024,01:18:07 p. m.,10700,2,5,20,1,13,2,9,4,,,,,1430,,,,,,,,1,2,,,,,,,4,3,4,,2,
21670,7.0,2024,3,,3,48,1049,2,2,,30,,,,,7,,,1,7,4,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,21670,,,,,,2,,,3,3,2,2,,2,3,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,3,1,1,22/07/2024,12:18:12 p. m.,21670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,1.0,2024,1,,2,51,701,2,1,1,,,,,,1,,1,9,5,4,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,1555,,,,,,3,4,4,3,3,3,3,3,3,3,3,,,,,,,,,,,8,2,,,1,,,,,,,,,,,,,,1,,3,,3,1,1,23/01/2024,01:18:13 p. m.,1555,,,,,,,,,,,,,21400,2020,,,,,,,3,,,,,,,,,,,,,
20691,7.0,2024,3,,2,8,1339,1,2,,5,,,,,7,,2,10,5,4,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,72,8,22,17,,,,,2,3,,20691,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,8,7,12,,,,,,,,10,1,,,1,,,,17,8,3,5,12,,,,,,1,,3,,7,1,1,12/07/2024,10:27:04 a. m.,20691,,,,,,,,,,,,,,,1,4,,,,,3,7,,,,1,,,1,3,,,2,1
2701,1.0,2024,1,,1,1,541,1,1,1,,,,,,3,23,2,2,4,4,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,,11,107,,,,,,2,,,2701,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,14,,,,1,10,,1,3,4,7,2,,11,,,,,,,,36,34,,1,6,,,1,,3,8,2,1,1,31/01/2024,04:29:27 p. m.,2701,,,,,,,,,,,,,56346,2023,12,8,,,,,3,2,1,,,1,,,,,4,1,2,
11718,4.0,2024,2,,2,51,50841,1,1,15,,,,,,7,,,10,4,4,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,,11,,,,,,,2,,,11718,,,,,,1,1,,2,2,1,2,,,2,,9,,,,,,,,,,8,2,,,1,20,4,,,,,,,,,,,,1,,3,,3,1,1,18/04/2024,05:03:58 p. m.,11718,,,,,,,,,,,,,60160,2022,10,9,,,,,3,2,7,,,,,,2,9,3,,2,1
29046,9.0,2024,3,3,2,51,,8,1,1,,,,,,7,,8,13,4,4,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,340,,29046,1,1,1,1,,3,3,3,3,4,2,2,2,1,1,,9,,,,,,,,,,8,2,,,19,,,,,,,,,,,,,,1,,3,9,3,6,2,26/09/2024,05:07:39 p. m.,29046,,,,,,,,,,,,,,2023,12,,,,,,,2,1,7,,,,,,,6,,2,1
24827,8.0,2024,3,,3,48,1056,3,2,,43,,,,,7,,,4,3,3,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,1,,,24827,,,,,,1,,,,,1,2,,1,1,,,,,,,,,,,,7,2,,,20,,,,,,,,,,,,,,1,,3,,7,1,1,20/08/2024,10:35:09 a. m.,24827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074,3.0,2024,1,,2,31,775,1,1,1,,,,,,3,,2,2,2,2,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,614,,,,,,,,2,12,,10074,,1,,,,2,2,4,3,1,1,1,1,1,1,1,7,,,,6,12,,,,,9,2,,,23,,,,,,,5,20,,34,,,,1,,3,,2,1,1,01/04/2024,11:21:28 a. m.,10074,,,,,,,,,,,,,53180,2023,1,,,,,,4,7,,,,,,,1,11,2,1,2,
15643,5.0,2024,2,,1,52,2425,1,3,,,,,,,7,,1,9,2,2,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,13,,,,,,,,2,,,15643,,,,,,2,1,,,,,,,1,2,,,,,,,,,,,,8,1,,,1,9,,,,,,,,,,,,,1,,3,9,2,1,1,29/05/2024,12:10:15 p. m.,15643,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,2,,2,1
16528,5.0,2024,2,,2,55,2220,4,1,8,,,,,,3,,2,1,2,2,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,,26,,,,,,,2,,,16528,,,,1,,1,2,,1,,,,1,2,1,,12,,,,,,,,,,10,2,,,1,,,,,,,,,,,,,,1,,3,8,2,1,1,05/06/2024,11:36:20 a. m.,16528,,,,,,,,,,,,,25300,2022,,,,,,,4,2,,,,,,,,,1,,,1
18406,6.0,2024,2,,3,48,1049,1,2,,47,,,,,3,,,4,2,2,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,38,6,,,,,,,2,8,,18406,,,,,,2,3,,2,2,2,,1,1,1,,,,,,,,,,,,8,2,,,20,,,,,,,,,,,,,,1,,3,,2,1,1,24/06/2024,05:02:29 p. m.,18406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24478,8.0,2024,3,,1,106,308,1,2,,43,,,,,3,,,4,2,2,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,20,,,,,,,,2,8,103,24478,,,,,,1,1,,,2,,,1,,1,,,,,,,,,,,,7,2,,,20,,,,,,,,,,,,,,1,,3,,7,4,1,15/08/2024,04:26:30 p. m.,24478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38383,12.0,2024,4,,1,1,531,1,1,33,,,,,,3,,2,4,2,2,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,130,7,107,,,,,,2,176,,38383,,,,1,,2,2,1,1,,,,1,1,2,,9,,,,,,,,,,10,1,,,19,,,,,,,,,,,,,,1,,3,,7,1,1,20/12/2024,04:39:32 p. m.,38383,,,,,,,,,,,,,,2022,4,8,6,,,,3,2,1,,,,,,3,10,4,,,1
39226,12.0,2024,4,,1,106,1996,4,2,,22,,,,,7,,8,4,2,2,5,3,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,2,,,39226,1,1,,,,1,1,,3,,4,,,2,,,12,,,,,,,,,,,1,,,20,,14,,,,,,,,,,,,1,,3,3,3,1,1,06/01/2025,12:29:58 p. m.,39226,,,,,,,,,,,,,,,13,,,,,,5,2,3,7,,,,,13,10,2,,2,1
